cluster_id,azimuth,elevation,range,frames_seen,frame_count,two_range_fraction,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size
190,-5.5896,-0.3016,10.048,10,10,0.0,"{0: 23, 1: 11, 2: 10, 3: 9, 4: 8, 5: 9, 6: 9, 7: 7, 8: 7, 9: 13}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [11], 2: [10], 3: [9], 4: [8], 5: [9], 6: [9], 7: [7], 8: [7], 9: [13]}",10.048,"{0: [10.048076629638672], 1: [10.049054145812988], 2: [10.049142837524414], 3: [10.04891586303711], 4: [10.048137664794922], 5: [10.049458503723145], 6: [10.049054145812988], 7: [10.049232482910156], 8: [10.048822402954102], 9: [10.04896068572998]}",,106
191,-5.3041,-0.3016,10.043,10,10,0.0,"{0: 23, 1: 15, 2: 15, 3: 17, 4: 17, 5: 20, 6: 19, 7: 22, 8: 16, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [15], 2: [15], 3: [17], 4: [17], 5: [20], 6: [19], 7: [22], 8: [16], 9: [19]}",10.043,"{0: [10.04208755493164], 1: [10.044174194335938], 2: [10.044438362121582], 3: [10.045011520385742], 4: [10.04478645324707], 5: [10.04496955871582], 6: [10.045011520385742], 7: [10.04496955871582], 8: [10.04496955871582], 9: [10.045011520385742]}",,183
192,-4.9349,-0.3016,10.037,10,10,0.0,"{0: 16, 1: 17, 2: 19, 3: 20, 4: 19, 5: 23, 6: 17, 7: 21, 8: 23, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [17], 2: [19], 3: [20], 4: [19], 5: [23], 6: [17], 7: [21], 8: [23], 9: [21]}",10.037,"{0: [10.036420822143555], 1: [10.038986206054688], 2: [10.038816452026367], 3: [10.038862228393555], 4: [10.038986206054688], 5: [10.0390625], 6: [10.038900375366211], 7: [10.038738250732422], 8: [10.038862228393555], 9: [10.039102554321289]}",,196
193,-4.5346,-0.3016,10.032,10,10,0.0,"{0: 18, 1: 20, 2: 22, 3: 28, 4: 16, 5: 21, 6: 19, 7: 20, 8: 18, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [20], 2: [22], 3: [28], 4: [16], 5: [21], 6: [19], 7: [20], 8: [18], 9: [16]}",10.032,"{0: [10.030412673950195], 1: [10.033241271972656], 2: [10.033206939697266], 3: [10.033206939697266], 4: [10.033206939697266], 5: [10.033206939697266], 6: [10.03327751159668], 7: [10.033206939697266], 8: [10.03327751159668], 9: [10.03286361694336]}",,198
194,-4.1669,-0.3016,10.027,10,10,0.0,"{0: 16, 1: 21, 2: 22, 3: 19, 4: 19, 5: 20, 6: 22, 7: 25, 8: 20, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [21], 2: [22], 3: [19], 4: [19], 5: [20], 6: [22], 7: [25], 8: [20], 9: [17]}",10.027,"{0: [10.025705337524414], 1: [10.027992248535156], 2: [10.027750968933105], 3: [10.028024673461914], 4: [10.028057098388672], 5: [10.027542114257812], 6: [10.027959823608398], 7: [10.027959823608398], 8: [10.027437210083008], 9: [10.027992248535156]}",,201
195,-3.7897,-0.3016,10.022,10,10,0.0,"{0: 19, 1: 20, 2: 17, 3: 22, 4: 22, 5: 15, 6: 17, 7: 23, 8: 17, 9: 15}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [20], 2: [17], 3: [22], 4: [22], 5: [15], 6: [17], 7: [23], 8: [17], 9: [15]}",10.022,"{0: [10.021391868591309], 1: [10.023265838623047], 2: [10.02345085144043], 3: [10.023265838623047], 4: [10.023420333862305], 5: [10.023170471191406], 6: [10.023391723632812], 7: [10.023296356201172], 8: [10.022979736328125], 9: [10.02345085144043]}",,187
196,-3.4182,-0.3016,10.018,10,10,0.0,"{0: 24, 1: 26, 2: 19, 3: 19, 4: 24, 5: 20, 6: 21, 7: 20, 8: 25, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [26], 2: [19], 3: [19], 4: [24], 5: [20], 6: [21], 7: [20], 8: [25], 9: [19]}",10.018,"{0: [10.017326354980469], 1: [10.019182205200195], 2: [10.019094467163086], 3: [10.019182205200195], 4: [10.019094467163086], 5: [10.019094467163086], 6: [10.019208908081055], 7: [10.019182205200195], 8: [10.019182205200195], 9: [10.019094467163086]}",,217
197,-3.0521,-0.3016,10.014,10,10,0.0,"{0: 24, 1: 20, 2: 20, 3: 19, 4: 21, 5: 18, 6: 22, 7: 20, 8: 18, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [20], 2: [20], 3: [19], 4: [21], 5: [18], 6: [22], 7: [20], 8: [18], 9: [21]}",10.014,"{0: [10.013762474060059], 1: [10.015308380126953], 2: [10.01544189453125], 3: [10.015464782714844], 4: [10.015386581420898], 5: [10.01518440246582], 6: [10.015464782714844], 7: [10.015338897705078], 8: [10.015419006347656], 9: [10.015419006347656]}",,203
198,-2.6975,-0.3016,10.011,10,10,0.0,"{0: 18, 1: 20, 2: 19, 3: 19, 4: 22, 5: 22, 6: 18, 7: 20, 8: 20, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [20], 2: [19], 3: [19], 4: [22], 5: [22], 6: [18], 7: [20], 8: [20], 9: [19]}",10.011,"{0: [10.010651588439941], 1: [10.011953353881836], 2: [10.01211166381836], 3: [10.012042045593262], 4: [10.01213264465332], 5: [10.012022018432617], 6: [10.012035369873047], 7: [10.012022018432617], 8: [10.01211166381836], 9: [10.012090682983398]}",,197
199,-2.3221,-0.3016,10.008,10,10,0.0,"{0: 21, 1: 19, 2: 25, 3: 20, 4: 23, 5: 12, 6: 19, 7: 14, 8: 22, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [19], 2: [25], 3: [20], 4: [23], 5: [12], 6: [19], 7: [14], 8: [22], 9: [23]}",10.008,"{0: [10.00796890258789], 1: [10.009200096130371], 2: [10.009200096130371], 3: [10.009234428405762], 4: [10.009139060974121], 5: [10.009217262268066], 6: [10.009217262268066], 7: [10.009113311767578], 8: [10.009217262268066], 9: [10.009078979492188]}",,198
200,-1.9471,-0.3016,10.006,10,10,0.0,"{0: 18, 1: 20, 2: 18, 3: 20, 4: 17, 5: 15, 6: 21, 7: 12, 8: 19, 9: 15}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [20], 2: [18], 3: [20], 4: [17], 5: [15], 6: [21], 7: [12], 8: [19], 9: [15]}",10.006,"{0: [10.005501747131348], 1: [10.006570816040039], 2: [10.006519317626953], 3: [10.006622314453125], 4: [10.006586074829102], 5: [10.006608963012695], 6: [10.00655746459961], 7: [10.006353378295898], 8: [10.00655746459961], 9: [10.006622314453125]}",,175
201,-1.5614,-0.3016,10.004,10,10,0.0,"{0: 17, 1: 18, 2: 16, 3: 20, 4: 22, 5: 20, 6: 18, 7: 22, 8: 19, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [18], 2: [16], 3: [20], 4: [22], 5: [20], 6: [18], 7: [22], 8: [19], 9: [21]}",10.004,"{0: [10.003629684448242], 1: [10.004476547241211], 2: [10.004327774047852], 3: [10.004454612731934], 4: [10.004446029663086], 5: [10.004369735717773], 6: [10.004297256469727], 7: [10.004454612731934], 8: [10.004423141479492], 9: [10.004412651062012]}",,193
202,-1.1818,-0.3016,10.002,10,10,0.0,"{0: 14, 1: 21, 2: 19, 3: 26, 4: 19, 5: 22, 6: 15, 7: 23, 8: 25, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [21], 2: [19], 3: [26], 4: [19], 5: [22], 6: [15], 7: [23], 8: [25], 9: [18]}",10.002,"{0: [10.00207233428955], 1: [10.002705574035645], 2: [10.002714157104492], 3: [10.002738952636719], 4: [10.002763748168945], 5: [10.00274658203125], 6: [10.002721786499023], 7: [10.002738952636719], 8: [10.002689361572266], 9: [10.002680778503418]}",,202
203,-0.8217,-0.3016,10.001,10,10,0.0,"{0: 25, 1: 17, 2: 26, 3: 21, 4: 24, 5: 18, 6: 18, 7: 20, 8: 19, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [25], 1: [17], 2: [26], 3: [21], 4: [24], 5: [18], 6: [18], 7: [20], 8: [19], 9: [18]}",10.001,"{0: [10.000993728637695], 1: [10.001412391662598], 2: [10.001461029052734], 3: [10.001436233520508], 4: [10.001466751098633], 5: [10.001471519470215], 6: [10.00149917602539], 7: [10.001482009887695], 8: [10.001487731933594], 9: [10.001436233520508]}",,206
204,-0.4338,-0.3016,10.0,10,10,0.0,"{0: 21, 1: 19, 2: 16, 3: 22, 4: 24, 5: 22, 6: 17, 7: 24, 8: 21, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [19], 2: [16], 3: [22], 4: [24], 5: [22], 6: [17], 7: [24], 8: [21], 9: [20]}",10.0,"{0: [10.000368118286133], 1: [10.000627517700195], 2: [10.000606536865234], 3: [10.000619888305664], 4: [10.000622749328613], 5: [10.000608444213867], 6: [10.000606536865234], 7: [10.000624656677246], 8: [10.000606536865234], 9: [10.000592231750488]}",,206
205,-0.0769,-0.3016,10.713,10,10,0.0,"{0: 31, 1: 34, 2: 29, 3: 24, 4: 39, 5: 23, 6: 28, 7: 26, 8: 44, 9: 26}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [31], 1: [34], 2: [29], 3: [24], 4: [39], 5: [23], 6: [28], 7: [26], 8: [44], 9: [26]}",10.713,"{0: [11.848066329956055], 1: [10.068581581115723], 2: [10.06857967376709], 3: [10.068580627441406], 4: [10.068578720092773], 5: [10.068580627441406], 6: [10.068580627441406], 7: [10.068578720092773], 8: [10.06857967376709], 9: [10.068578720092773]}",,304
206,0.3043,-0.3016,11.792,10,10,0.0,"{0: 17, 1: 17, 2: 19, 3: 22, 4: 15, 5: 19, 6: 19, 7: 19, 8: 23, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [17], 2: [19], 3: [22], 4: [15], 5: [19], 6: [19], 7: [19], 8: [23], 9: [23]}",11.792,"{0: [11.792219161987305], 1: [11.791916847229004], 2: [11.79195785522461], 3: [11.791942596435547], 4: [11.791946411132812], 5: [11.791929244995117], 6: [11.791942596435547], 7: [11.791954040527344], 8: [11.791955947875977], 9: [11.791956901550293]}",,193
207,0.6808,-0.3016,11.793,10,10,0.0,"{0: 19, 1: 20, 2: 26, 3: 18, 4: 15, 5: 24, 6: 26, 7: 22, 8: 21, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [20], 2: [26], 3: [18], 4: [15], 5: [24], 6: [26], 7: [22], 8: [21], 9: [19]}",11.793,"{0: [11.793249130249023], 1: [11.792757034301758], 2: [11.792752265930176], 3: [11.792679786682129], 4: [11.792619705200195], 5: [11.79272747039795], 6: [11.792752265930176], 7: [11.792760848999023], 8: [11.792752265930176], 9: [11.792656898498535]}",,210
208,1.07,-0.3016,11.794,10,10,0.0,"{0: 19, 1: 21, 2: 15, 3: 20, 4: 23, 5: 20, 6: 21, 7: 19, 8: 22, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [21], 2: [15], 3: [20], 4: [23], 5: [20], 6: [21], 7: [19], 8: [22], 9: [21]}",11.794,"{0: [11.79474925994873], 1: [11.794107437133789], 2: [11.793951034545898], 3: [11.79409122467041], 4: [11.793985366821289], 5: [11.794021606445312], 6: [11.79409122467041], 7: [11.794099807739258], 8: [11.79406452178955], 9: [11.79409122467041]}",,201
209,1.4419,-0.3016,11.795,10,10,0.0,"{0: 16, 1: 25, 2: 18, 3: 14, 4: 18, 5: 20, 6: 13, 7: 13, 8: 16, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [25], 2: [18], 3: [14], 4: [18], 5: [20], 6: [13], 7: [13], 8: [16], 9: [17]}",11.795,"{0: [11.796802520751953], 1: [11.795801162719727], 2: [11.79578971862793], 3: [11.795602798461914], 4: [11.79578971862793], 5: [11.795743942260742], 6: [11.79578971862793], 7: [11.795801162719727], 8: [11.79578971862793], 9: [11.795654296875]}",,170
210,1.8067,-0.3016,11.798,10,10,0.0,"{0: 22, 1: 24, 2: 27, 3: 17, 4: 21, 5: 16, 6: 17, 7: 22, 8: 22, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [24], 2: [27], 3: [17], 4: [21], 5: [16], 6: [17], 7: [22], 8: [22], 9: [16]}",11.798,"{0: [11.7991943359375], 1: [11.798011779785156], 2: [11.797996520996094], 3: [11.798011779785156], 4: [11.79788589477539], 5: [11.798027038574219], 6: [11.798011779785156], 7: [11.797996520996094], 8: [11.797954559326172], 9: [11.798011779785156]}",,204
211,2.1841,-0.3016,11.8,10,10,0.0,"{0: 20, 1: 17, 2: 21, 3: 22, 4: 16, 5: 16, 6: 18, 7: 18, 8: 17, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [17], 2: [21], 3: [22], 4: [16], 5: [16], 6: [18], 7: [18], 8: [17], 9: [17]}",11.8,"{0: [11.8020658493042], 1: [11.800580978393555], 2: [11.800665855407715], 3: [11.800729751586914], 4: [11.800786972045898], 5: [11.80053424835205], 6: [11.800665855407715], 7: [11.800729751586914], 8: [11.800729751586914], 9: [11.800729751586914]}",,182
212,2.5358,-0.3016,11.803,10,10,0.0,"{0: 17, 1: 20, 2: 15, 3: 17, 4: 18, 5: 16, 6: 22, 7: 24, 8: 23, 9: 24}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [20], 2: [15], 3: [17], 4: [18], 5: [16], 6: [22], 7: [24], 8: [23], 9: [24]}",11.803,"{0: [11.8054838180542], 1: [11.80368709564209], 2: [11.803784370422363], 3: [11.803762435913086], 4: [11.803762435913086], 5: [11.803784370422363], 6: [11.803762435913086], 7: [11.80398178100586], 8: [11.803915023803711], 9: [11.803860664367676]}",,196
213,2.9036,-0.3016,11.807,10,10,0.0,"{0: 16, 1: 17, 2: 23, 3: 23, 4: 20, 5: 20, 6: 17, 7: 20, 8: 19, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [17], 2: [23], 3: [23], 4: [20], 5: [20], 6: [17], 7: [20], 8: [19], 9: [16]}",11.807,"{0: [11.808998107910156], 1: [11.807456970214844], 2: [11.807518005371094], 3: [11.807682991027832], 4: [11.807605743408203], 5: [11.807657241821289], 6: [11.807586669921875], 7: [11.807518005371094], 8: [11.807518005371094], 9: [11.807605743408203]}",,191
214,3.2749,-0.3016,11.811,10,10,0.0,"{0: 15, 1: 23, 2: 23, 3: 20, 4: 20, 5: 14, 6: 18, 7: 20, 8: 21, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [23], 2: [23], 3: [20], 4: [20], 5: [14], 6: [18], 7: [20], 8: [21], 9: [18]}",11.811,"{0: [11.814018249511719], 1: [11.811907768249512], 2: [11.811683654785156], 3: [11.811907768249512], 4: [11.811878204345703], 5: [11.811878204345703], 6: [11.811907768249512], 7: [11.811878204345703], 8: [11.811878204345703], 9: [11.811811447143555]}",,192
215,3.6523,-0.3016,11.816,10,10,0.0,"{0: 15, 1: 18, 2: 22, 3: 24, 4: 19, 5: 28, 6: 19, 7: 17, 8: 22, 9: 25}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [18], 2: [22], 3: [24], 4: [19], 5: [28], 6: [19], 7: [17], 8: [22], 9: [25]}",11.816,"{0: [11.818733215332031], 1: [11.816697120666504], 2: [11.816730499267578], 3: [11.816588401794434], 4: [11.816762924194336], 5: [11.816588401794434], 6: [11.816697120666504], 7: [11.816588401794434], 8: [11.816795349121094], 9: [11.816697120666504]}",,209
216,4.0323,-0.3016,11.821,10,10,0.0,"{0: 21, 1: 16, 2: 18, 3: 17, 4: 20, 5: 20, 6: 22, 7: 18, 8: 22, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [16], 2: [18], 3: [17], 4: [20], 5: [20], 6: [22], 7: [18], 8: [22], 9: [21]}",11.821,"{0: [11.824321746826172], 1: [11.821674346923828], 2: [11.821710586547852], 3: [11.821793556213379], 4: [11.821793556213379], 5: [11.82166576385498], 6: [11.821793556213379], 7: [11.821710586547852], 8: [11.821793556213379], 9: [11.821830749511719]}",,195
217,4.4315,-0.3016,11.827,10,10,0.0,"{0: 13, 1: 31, 2: 28, 3: 20, 4: 17, 5: 24, 6: 23, 7: 26, 8: 22, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [13], 1: [31], 2: [28], 3: [20], 4: [17], 5: [24], 6: [23], 7: [26], 8: [22], 9: [21]}",11.827,"{0: [11.829147338867188], 1: [11.828458786010742], 2: [11.828458786010742], 3: [11.828327178955078], 4: [11.828458786010742], 5: [11.828407287597656], 6: [11.828317642211914], 7: [11.828458786010742], 8: [11.828327178955078], 9: [11.828367233276367]}",,225
218,-5.6001,-0.6667,10.049,10,10,0.0,"{0: 19, 1: 8, 2: 13, 3: 13, 4: 12, 5: 8, 6: 6, 7: 10, 8: 10, 9: 8}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [8], 2: [13], 3: [13], 4: [12], 5: [8], 6: [6], 7: [10], 8: [10], 9: [8]}",10.049,"{0: [10.048980712890625], 1: [10.049501419067383], 2: [10.049638748168945], 3: [10.049638748168945], 4: [10.049728393554688], 5: [10.049224853515625], 6: [10.04958724975586], 7: [10.049728393554688], 8: [10.049728393554688], 9: [10.049269676208496]}",,107
219,-5.322,-0.6667,10.044,10,10,0.0,"{0: 14, 1: 19, 2: 20, 3: 16, 4: 21, 5: 21, 6: 23, 7: 17, 8: 18, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [19], 2: [20], 3: [16], 4: [21], 5: [21], 6: [23], 7: [17], 8: [18], 9: [20]}",10.044,"{0: [10.04262924194336], 1: [10.045511245727539], 2: [10.045642852783203], 3: [10.045684814453125], 4: [10.045551300048828], 5: [10.04559326171875], 6: [10.045511245727539], 7: [10.045551300048828], 8: [10.045642852783203], 9: [10.045768737792969]}",,189
220,-4.9385,-0.6667,10.038,10,10,0.0,"{0: 20, 1: 18, 2: 21, 3: 17, 4: 21, 5: 23, 6: 21, 7: 20, 8: 23, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [18], 2: [21], 3: [17], 4: [21], 5: [23], 6: [21], 7: [20], 8: [23], 9: [21]}",10.038,"{0: [10.036998748779297], 1: [10.03914737701416], 2: [10.039642333984375], 3: [10.039642333984375], 4: [10.039518356323242], 5: [10.039680480957031], 6: [10.039518356323242], 7: [10.039642333984375], 8: [10.039556503295898], 9: [10.039642333984375]}",,205
221,-4.5918,-0.6667,10.033,10,10,0.0,"{0: 18, 1: 22, 2: 19, 3: 23, 4: 21, 5: 21, 6: 18, 7: 20, 8: 23, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [22], 2: [19], 3: [23], 4: [21], 5: [21], 6: [18], 7: [20], 8: [23], 9: [16]}",10.033,"{0: [10.03192138671875], 1: [10.034269332885742], 2: [10.033960342407227], 3: [10.03430461883545], 4: [10.034412384033203], 5: [10.034269332885742], 6: [10.034074783325195], 7: [10.03415298461914], 8: [10.034269332885742], 9: [10.034269332885742]}",,201
222,-4.2175,-0.6667,10.028,10,10,0.0,"{0: 14, 1: 13, 2: 25, 3: 23, 4: 15, 5: 18, 6: 18, 7: 20, 8: 18, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [13], 2: [25], 3: [23], 4: [15], 5: [18], 6: [18], 7: [20], 8: [18], 9: [19]}",10.028,"{0: [10.02707290649414], 1: [10.028905868530273], 2: [10.029224395751953], 3: [10.029117584228516], 4: [10.029184341430664], 5: [10.028583526611328], 6: [10.028905868530273], 7: [10.028938293457031], 8: [10.029224395751953], 9: [10.029256820678711]}",,183
223,-3.8486,-0.6667,10.023,10,10,0.0,"{0: 18, 1: 20, 2: 21, 3: 19, 4: 16, 5: 17, 6: 24, 7: 15, 8: 19, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [20], 2: [21], 3: [19], 4: [16], 5: [17], 6: [24], 7: [15], 8: [19], 9: [17]}",10.023,"{0: [10.022571563720703], 1: [10.024660110473633], 2: [10.024690628051758], 3: [10.024495124816895], 4: [10.024465560913086], 5: [10.02456283569336], 6: [10.024592399597168], 7: [10.02456283569336], 8: [10.024660110473633], 9: [10.024621963500977]}",,186
224,-3.4988,-0.6667,10.019,10,10,0.0,"{0: 22, 1: 20, 2: 25, 3: 19, 4: 17, 5: 18, 6: 21, 7: 17, 8: 25, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [20], 2: [25], 3: [19], 4: [17], 5: [18], 6: [21], 7: [17], 8: [25], 9: [17]}",10.019,"{0: [10.01867961883545], 1: [10.020570755004883], 2: [10.020435333251953], 3: [10.020401000976562], 4: [10.020462036132812], 5: [10.020346641540527], 6: [10.020488739013672], 7: [10.020462036132812], 8: [10.020435333251953], 9: [10.020462036132812]}",,201
225,-3.1274,-0.6667,10.016,10,10,0.0,"{0: 16, 1: 20, 2: 17, 3: 15, 4: 15, 5: 18, 6: 23, 7: 16, 8: 19, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [20], 2: [17], 3: [15], 4: [15], 5: [18], 6: [23], 7: [16], 8: [19], 9: [17]}",10.016,"{0: [10.015079498291016], 1: [10.016724586486816], 2: [10.016797065734863], 3: [10.016644477844238], 4: [10.016644477844238], 5: [10.016724586486816], 6: [10.016724586486816], 7: [10.016644477844238], 8: [10.016486167907715], 9: [10.016724586486816]}",,176
226,-2.7777,-0.6667,10.012,10,10,0.0,"{0: 23, 1: 16, 2: 20, 3: 21, 4: 20, 5: 18, 6: 15, 7: 18, 8: 18, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [16], 2: [20], 3: [21], 4: [20], 5: [18], 6: [15], 7: [18], 8: [18], 9: [18]}",10.012,"{0: [10.011941909790039], 1: [10.013288497924805], 2: [10.013443946838379], 3: [10.01343059539795], 4: [10.01343059539795], 5: [10.013309478759766], 6: [10.013359069824219], 7: [10.01343059539795], 8: [10.01338005065918], 9: [10.01343059539795]}",,187
227,-2.43,-0.6667,10.01,10,10,0.0,"{0: 14, 1: 22, 2: 19, 3: 19, 4: 20, 5: 20, 6: 19, 7: 20, 8: 21, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [22], 2: [19], 3: [19], 4: [20], 5: [20], 6: [19], 7: [20], 8: [21], 9: [20]}",10.01,"{0: [10.009260177612305], 1: [10.010446548461914], 2: [10.010222434997559], 3: [10.010428428649902], 4: [10.010446548461914], 5: [10.01041030883789], 6: [10.010347366333008], 7: [10.010347366333008], 8: [10.010347366333008], 9: [10.010428428649902]}",,194
228,-2.0672,-0.6667,10.007,10,10,0.0,"{0: 21, 1: 22, 2: 18, 3: 20, 4: 16, 5: 17, 6: 17, 7: 21, 8: 24, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [22], 2: [18], 3: [20], 4: [16], 5: [17], 6: [17], 7: [21], 8: [24], 9: [18]}",10.007,"{0: [10.006813049316406], 1: [10.00777530670166], 2: [10.007814407348633], 3: [10.007930755615234], 4: [10.007867813110352], 5: [10.007867813110352], 6: [10.007760047912598], 7: [10.007867813110352], 8: [10.007898330688477], 9: [10.007814407348633]}",,194
229,-1.6959,-0.6667,10.005,10,10,0.0,"{0: 20, 1: 23, 2: 15, 3: 21, 4: 20, 5: 20, 6: 21, 7: 19, 8: 16, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [23], 2: [15], 3: [21], 4: [20], 5: [20], 6: [21], 7: [19], 8: [16], 9: [18]}",10.005,"{0: [10.004802703857422], 1: [10.005732536315918], 2: [10.005666732788086], 3: [10.005732536315918], 4: [10.00568675994873], 5: [10.005732536315918], 6: [10.005732536315918], 7: [10.00568675994873], 8: [10.005732536315918], 9: [10.00550651550293]}",,193
