cluster_id,azimuth,elevation,range,frames_seen,frame_count,two_range_fraction,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size
91,-0.8678,1.1587,10.003,10,10,0.0,"{0: 19, 1: 18, 2: 19, 3: 14, 4: 21, 5: 23, 6: 18, 7: 19, 8: 17, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [18], 2: [19], 3: [14], 4: [21], 5: [23], 6: [18], 7: [19], 8: [17], 9: [21]}",10.003,"{0: [10.003047943115234], 1: [10.003479957580566], 2: [10.00350570678711], 3: [10.00350570678711], 4: [10.003454208374023], 5: [10.00350570678711], 6: [10.00350570678711], 7: [10.003511428833008], 8: [10.003437042236328], 9: [10.00350570678711]}",,189
92,-0.5217,1.1587,10.002,10,10,0.0,"{0: 13, 1: 17, 2: 23, 3: 21, 4: 19, 5: 21, 6: 25, 7: 20, 8: 20, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [13], 1: [17], 2: [23], 3: [21], 4: [19], 5: [21], 6: [25], 7: [20], 8: [20], 9: [22]}",10.002,"{0: [10.002374649047852], 1: [10.00265884399414], 2: [10.002664566040039], 3: [10.00265884399414], 4: [10.00266170501709], 5: [10.002593040466309], 6: [10.00265884399414], 7: [10.002664566040039], 8: [10.00265884399414], 9: [10.00265884399414]}",,201
93,-0.1318,1.1587,10.167,10,10,0.0,"{0: 26, 1: 31, 2: 26, 3: 32, 4: 28, 5: 26, 6: 20, 7: 16, 8: 48, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [26], 1: [31], 2: [26], 3: [32], 4: [28], 5: [26], 6: [20], 7: [16], 8: [48], 9: [20]}",10.167,"{0: [10.061927795410156], 1: [10.0159273147583], 2: [10.6283540725708], 3: [10.015928268432617], 4: [10.6283540725708], 5: [10.6283540725708], 6: [10.015926361083984], 7: [10.015926361083984], 8: [10.037521362304688], 9: [10.0159273147583]}",,273
94,0.206,1.1587,11.08,10,10,0.0,"{0: 21, 1: 17, 2: 21, 3: 22, 4: 16, 5: 18, 6: 18, 7: 14, 8: 19, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [17], 2: [21], 3: [22], 4: [16], 5: [18], 6: [18], 7: [14], 8: [19], 9: [19]}",11.08,"{0: [11.080283164978027], 1: [11.08005428314209], 2: [11.080045700073242], 3: [11.080007553100586], 4: [11.08005428314209], 5: [11.080045700073242], 6: [11.08005428314209], 7: [11.08005428314209], 8: [11.080045700073242], 9: [11.08005428314209]}",,185
95,0.5718,1.1587,11.08,10,10,0.0,"{0: 20, 1: 21, 2: 19, 3: 18, 4: 24, 5: 19, 6: 14, 7: 13, 8: 18, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [21], 2: [19], 3: [18], 4: [24], 5: [19], 6: [14], 7: [13], 8: [18], 9: [20]}",11.08,"{0: [11.080997467041016], 1: [11.080644607543945], 2: [11.080625534057617], 3: [11.080562591552734], 4: [11.08064079284668], 5: [11.080621719360352], 6: [11.08060073852539], 7: [11.080621719360352], 8: [11.080652236938477], 9: [11.08064079284668]}",,186
96,0.9495,1.1587,11.081,10,10,0.0,"{0: 19, 1: 17, 2: 21, 3: 26, 4: 25, 5: 19, 6: 20, 7: 17, 8: 24, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [17], 2: [21], 3: [26], 4: [25], 5: [19], 6: [20], 7: [17], 8: [24], 9: [20]}",11.081,"{0: [11.082341194152832], 1: [11.081708908081055], 2: [11.081747055053711], 3: [11.081727027893066], 4: [11.081727027893066], 5: [11.081733703613281], 6: [11.081695556640625], 7: [11.081695556640625], 8: [11.081733703613281], 9: [11.081733703613281]}",,208
97,1.3238,1.1587,11.083,10,10,0.0,"{0: 15, 1: 19, 2: 17, 3: 22, 4: 22, 5: 22, 6: 15, 7: 21, 8: 23, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [19], 2: [17], 3: [22], 4: [22], 5: [22], 6: [15], 7: [21], 8: [23], 9: [17]}",11.083,"{0: [11.084092140197754], 1: [11.083318710327148], 2: [11.083329200744629], 3: [11.083318710327148], 4: [11.083309173583984], 5: [11.08322811126709], 6: [11.08327865600586], 7: [11.08327865600586], 8: [11.08333969116211], 9: [11.083318710327148]}",,193
98,1.6965,1.1587,11.085,10,10,0.0,"{0: 16, 1: 18, 2: 21, 3: 24, 4: 24, 5: 20, 6: 23, 7: 18, 8: 12, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [18], 2: [21], 3: [24], 4: [24], 5: [20], 6: [23], 7: [18], 8: [12], 9: [19]}",11.085,"{0: [11.08650016784668], 1: [11.085363388061523], 2: [11.085285186767578], 3: [11.085334777832031], 4: [11.085285186767578], 5: [11.085184097290039], 6: [11.085334777832031], 7: [11.085376739501953], 8: [11.085134506225586], 9: [11.085349082946777]}",,195
99,2.0582,1.1587,11.087,10,10,0.0,"{0: 17, 1: 19, 2: 20, 3: 21, 4: 21, 5: 20, 6: 22, 7: 21, 8: 20, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [19], 2: [20], 3: [21], 4: [21], 5: [20], 6: [22], 7: [21], 8: [20], 9: [18]}",11.087,"{0: [11.089131355285645], 1: [11.087776184082031], 2: [11.087698936462402], 3: [11.087698936462402], 4: [11.087759017944336], 5: [11.087759017944336], 6: [11.087759017944336], 7: [11.087759017944336], 8: [11.087759017944336], 9: [11.087733268737793]}",,199
100,2.4247,1.1587,11.09,10,10,0.0,"{0: 17, 1: 19, 2: 20, 3: 19, 4: 23, 5: 25, 6: 18, 7: 12, 8: 22, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [19], 2: [20], 3: [19], 4: [23], 5: [25], 6: [18], 7: [12], 8: [22], 9: [17]}",11.09,"{0: [11.092205047607422], 1: [11.090402603149414], 2: [11.09061336517334], 3: [11.090423583984375], 4: [11.09061336517334], 5: [11.090723037719727], 6: [11.09061336517334], 7: [11.09061336517334], 8: [11.090702056884766], 9: [11.090633392333984]}",,192
101,2.7929,1.1587,11.093,10,10,0.0,"{0: 16, 1: 16, 2: 17, 3: 17, 4: 21, 5: 19, 6: 23, 7: 21, 8: 14, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [16], 2: [17], 3: [17], 4: [21], 5: [19], 6: [23], 7: [21], 8: [14], 9: [14]}",11.093,"{0: [11.095832824707031], 1: [11.094012260437012], 2: [11.094036102294922], 3: [11.093978881835938], 4: [11.093931198120117], 5: [11.094012260437012], 6: [11.094012260437012], 7: [11.093931198120117], 8: [11.093978881835938], 9: [11.094051361083984]}",,178
102,3.1474,1.1587,11.097,10,10,0.0,"{0: 15, 1: 17, 2: 21, 3: 15, 4: 16, 5: 16, 6: 20, 7: 14, 8: 21, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [17], 2: [21], 3: [15], 4: [16], 5: [16], 6: [20], 7: [14], 8: [21], 9: [19]}",11.097,"{0: [11.099806785583496], 1: [11.09776496887207], 2: [11.097673416137695], 3: [11.097673416137695], 4: [11.097585678100586], 5: [11.09776496887207], 6: [11.09772777557373], 7: [11.09739875793457], 8: [11.09772777557373], 9: [11.097818374633789]}",,174
103,3.51,1.1587,11.101,10,10,0.0,"{0: 18, 1: 20, 2: 23, 3: 19, 4: 17, 5: 19, 6: 23, 7: 18, 8: 19, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [20], 2: [23], 3: [19], 4: [17], 5: [19], 6: [23], 7: [18], 8: [19], 9: [17]}",11.101,"{0: [11.10401725769043], 1: [11.102121353149414], 2: [11.102022171020508], 3: [11.102060317993164], 4: [11.102060317993164], 5: [11.102121353149414], 6: [11.101861953735352], 7: [11.102022171020508], 8: [11.101962089538574], 9: [11.102273941040039]}",,193
104,3.8835,1.1587,11.106,10,10,0.0,"{0: 18, 1: 20, 2: 21, 3: 20, 4: 17, 5: 20, 6: 17, 7: 21, 8: 25, 9: 25}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [20], 2: [21], 3: [20], 4: [17], 5: [20], 6: [17], 7: [21], 8: [25], 9: [25]}",11.106,"{0: [11.109240531921387], 1: [11.107034683227539], 2: [11.106857299804688], 3: [11.106966972351074], 4: [11.106966972351074], 5: [11.107001304626465], 6: [11.106857299804688], 7: [11.106746673583984], 8: [11.106966972351074], 9: [11.107001304626465]}",,204
105,4.2559,1.1587,11.111,10,10,0.0,"{0: 18, 1: 17, 2: 21, 3: 20, 4: 21, 5: 12, 6: 23, 7: 24, 8: 16, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [17], 2: [21], 3: [20], 4: [21], 5: [12], 6: [23], 7: [24], 8: [16], 9: [14]}",11.111,"{0: [11.114805221557617], 1: [11.11247730255127], 2: [11.112041473388672], 3: [11.112403869628906], 4: [11.112161636352539], 5: [11.112319946289062], 6: [11.11244010925293], 7: [11.112403869628906], 8: [11.112031936645508], 9: [11.112115859985352]}",,186
106,4.7039,1.1587,11.118,10,10,0.0,"{0: 18, 1: 30, 2: 30, 3: 25, 4: 26, 5: 32, 6: 26, 7: 21, 8: 27, 9: 30}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [30], 2: [30], 3: [25], 4: [26], 5: [32], 6: [26], 7: [21], 8: [27], 9: [30]}",11.118,"{0: [11.120599746704102], 1: [11.120210647583008], 2: [11.120210647583008], 3: [11.120210647583008], 4: [11.119804382324219], 5: [11.120073318481445], 6: [11.119939804077148], 7: [11.120210647583008], 8: [11.120210647583008], 9: [11.119535446166992]}",,265
107,-5.6023,0.7936,10.049,10,10,0.0,"{0: 22, 1: 11, 2: 11, 3: 7, 4: 12, 5: 8, 6: 5, 7: 10, 8: 12, 9: 11}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [11], 2: [11], 3: [7], 4: [12], 5: [8], 6: [5], 7: [10], 8: [12], 9: [11]}",10.049,"{0: [10.049220085144043], 1: [10.049829483032227], 2: [10.049967765808105], 3: [10.050102233886719], 4: [10.049967765808105], 5: [10.049967765808105], 6: [10.049829483032227], 7: [10.050056457519531], 8: [10.049874305725098], 9: [10.049967765808105]}",,109
108,-5.3346,0.7936,10.044,10,10,0.0,"{0: 15, 1: 16, 2: 22, 3: 22, 4: 16, 5: 20, 6: 14, 7: 16, 8: 17, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [16], 2: [22], 3: [22], 4: [16], 5: [20], 6: [14], 7: [16], 8: [17], 9: [18]}",10.044,"{0: [10.043373107910156], 1: [10.046186447143555], 2: [10.046144485473633], 3: [10.046144485473633], 4: [10.046186447143555], 5: [10.046010971069336], 6: [10.046270370483398], 7: [10.046010971069336], 8: [10.045610427856445], 9: [10.046144485473633]}",,176
109,-4.9581,0.7936,10.039,10,10,0.0,"{0: 21, 1: 20, 2: 23, 3: 19, 4: 20, 5: 23, 6: 29, 7: 22, 8: 21, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [20], 2: [23], 3: [19], 4: [20], 5: [23], 6: [29], 7: [22], 8: [21], 9: [23]}",10.039,"{0: [10.037679672241211], 1: [10.040003776550293], 2: [10.040088653564453], 3: [10.040290832519531], 4: [10.040213584899902], 5: [10.039794921875], 6: [10.040213584899902], 7: [10.040252685546875], 8: [10.039878845214844], 9: [10.040252685546875]}",,221
110,-4.5839,0.7936,10.033,10,10,0.0,"{0: 16, 1: 18, 2: 26, 3: 24, 4: 24, 5: 22, 6: 23, 7: 19, 8: 26, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [18], 2: [26], 3: [24], 4: [24], 5: [22], 6: [23], 7: [19], 8: [26], 9: [17]}",10.033,"{0: [10.031923294067383], 1: [10.034631729125977], 2: [10.034631729125977], 3: [10.03466796875], 4: [10.034631729125977], 5: [10.034704208374023], 6: [10.03466796875], 7: [10.034631729125977], 8: [10.03466796875], 9: [10.034631729125977]}",,215
111,-4.2024,0.7936,10.028,10,10,0.0,"{0: 24, 1: 24, 2: 22, 3: 18, 4: 17, 5: 15, 6: 22, 7: 24, 8: 21, 9: 15}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [24], 2: [22], 3: [18], 4: [17], 5: [15], 6: [22], 7: [24], 8: [21], 9: [15]}",10.028,"{0: [10.0272216796875], 1: [10.029369354248047], 2: [10.029369354248047], 3: [10.029394149780273], 4: [10.029434204101562], 5: [10.029155731201172], 6: [10.029369354248047], 7: [10.02926254272461], 8: [10.029189109802246], 9: [10.028841018676758]}",,202
112,-3.8467,0.7936,10.024,10,10,0.0,"{0: 24, 1: 24, 2: 24, 3: 20, 4: 17, 5: 19, 6: 23, 7: 15, 8: 20, 9: 15}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [24], 2: [24], 3: [20], 4: [17], 5: [19], 6: [23], 7: [15], 8: [20], 9: [15]}",10.024,"{0: [10.022854804992676], 1: [10.024778366088867], 2: [10.02487564086914], 3: [10.02487564086914], 4: [10.02487564086914], 5: [10.024934768676758], 6: [10.024651527404785], 7: [10.024846076965332], 8: [10.02487564086914], 9: [10.024846076965332]}",,201
113,-3.4937,0.7936,10.02,10,10,0.0,"{0: 19, 1: 20, 2: 17, 3: 18, 4: 16, 5: 20, 6: 14, 7: 15, 8: 18, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [20], 2: [17], 3: [18], 4: [16], 5: [20], 6: [14], 7: [15], 8: [18], 9: [16]}",10.02,"{0: [10.018911361694336], 1: [10.020772933959961], 2: [10.020772933959961], 3: [10.020709991455078], 4: [10.020745277404785], 5: [10.020567893981934], 6: [10.020772933959961], 7: [10.02079963684082], 8: [10.020532608032227], 9: [10.02082633972168]}",,173
114,-3.1457,0.7936,10.016,10,10,0.0,"{0: 20, 1: 18, 2: 11, 3: 22, 4: 15, 5: 21, 6: 18, 7: 19, 8: 19, 9: 25}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [18], 2: [11], 3: [22], 4: [15], 5: [21], 6: [18], 7: [19], 8: [19], 9: [25]}",10.016,"{0: [10.015385627746582], 1: [10.017087936401367], 2: [10.01687240600586], 3: [10.017160415649414], 4: [10.017087936401367], 5: [10.017087936401367], 6: [10.017080307006836], 7: [10.017087936401367], 8: [10.017032623291016], 9: [10.017007827758789]}",,188
115,-2.7871,0.7936,10.013,10,10,0.0,"{0: 15, 1: 20, 2: 20, 3: 19, 4: 25, 5: 18, 6: 24, 7: 25, 8: 16, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [20], 2: [20], 3: [19], 4: [25], 5: [18], 6: [24], 7: [25], 8: [16], 9: [16]}",10.013,"{0: [10.012205123901367], 1: [10.013642311096191], 2: [10.013642311096191], 3: [10.013713836669922], 4: [10.013776779174805], 5: [10.01368522644043], 6: [10.013713836669922], 7: [10.013734817504883], 8: [10.013521194458008], 9: [10.013713836669922]}",,198
116,-2.4203,0.7936,10.01,10,10,0.0,"{0: 20, 1: 21, 2: 16, 3: 16, 4: 17, 5: 17, 6: 19, 7: 19, 8: 20, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [21], 2: [16], 3: [16], 4: [17], 5: [17], 6: [19], 7: [19], 8: [20], 9: [20]}",10.01,"{0: [10.009490966796875], 1: [10.010711669921875], 2: [10.010665893554688], 3: [10.010747909545898], 4: [10.010711669921875], 5: [10.010711669921875], 6: [10.010648727416992], 7: [10.010648727416992], 8: [10.010711669921875], 9: [10.010711669921875]}",,185
117,-2.067,0.7936,10.007,10,10,0.0,"{0: 18, 1: 13, 2: 15, 3: 23, 4: 16, 5: 18, 6: 20, 7: 25, 8: 20, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [13], 2: [15], 3: [23], 4: [16], 5: [18], 6: [20], 7: [25], 8: [20], 9: [18]}",10.007,"{0: [10.007095336914062], 1: [10.008220672607422], 2: [10.00820541381836], 3: [10.008190155029297], 4: [10.008151054382324], 5: [10.008081436157227], 6: [10.008151054382324], 7: [10.008190155029297], 8: [10.008235931396484], 9: [10.00820541381836]}",,186
118,-1.7076,0.7936,10.005,10,10,0.0,"{0: 16, 1: 18, 2: 21, 3: 14, 4: 22, 5: 18, 6: 14, 7: 20, 8: 18, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [18], 2: [21], 3: [14], 4: [22], 5: [18], 6: [14], 7: [20], 8: [18], 9: [17]}",10.005,"{0: [10.005033493041992], 1: [10.00599479675293], 2: [10.0059814453125], 3: [10.005970001220703], 4: [10.005924224853516], 5: [10.0059814453125], 6: [10.005788803100586], 7: [10.005970001220703], 8: [10.005878448486328], 9: [10.005833625793457]}",,178
119,-1.3386,0.7936,10.004,10,10,0.0,"{0: 20, 1: 17, 2: 21, 3: 20, 4: 16, 5: 15, 6: 22, 7: 19, 8: 24, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [17], 2: [21], 3: [20], 4: [16], 5: [15], 6: [22], 7: [19], 8: [24], 9: [17]}",10.004,"{0: [10.00345230102539], 1: [10.004083633422852], 2: [10.00418472290039], 3: [10.00418472290039], 4: [10.004166603088379], 5: [10.004242897033691], 6: [10.004110336303711], 7: [10.004194259643555], 8: [10.004119873046875], 9: [10.004194259643555]}",,191
120,-0.9746,0.7936,10.002,10,10,0.0,"{0: 24, 1: 25, 2: 23, 3: 23, 4: 25, 5: 19, 6: 15, 7: 19, 8: 20, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [25], 2: [23], 3: [23], 4: [25], 5: [19], 6: [15], 7: [19], 8: [20], 9: [19]}",10.002,"{0: [10.002233505249023], 1: [10.00278091430664], 2: [10.002775192260742], 3: [10.00271224975586], 4: [10.002767562866211], 5: [10.002691268920898], 6: [10.002801895141602], 7: [10.002767562866211], 8: [10.002767562866211], 9: [10.002767562866211]}",,212
121,-0.612,0.7936,10.002,10,10,0.0,"{0: 21, 1: 17, 2: 21, 3: 23, 4: 19, 5: 20, 6: 13, 7: 23, 8: 23, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [17], 2: [21], 3: [23], 4: [19], 5: [20], 6: [13], 7: [23], 8: [23], 9: [17]}",10.002,"{0: [10.001453399658203], 1: [10.001771926879883], 2: [10.001768112182617], 3: [10.001768112182617], 4: [10.00178337097168], 5: [10.001775741577148], 6: [10.001749038696289], 7: [10.001752853393555], 8: [10.001771926879883], 9: [10.001779556274414]}",,197
122,-0.2185,0.7936,10.113,10,10,0.0,"{0: 27, 1: 20, 2: 32, 3: 24, 4: 26, 5: 21, 6: 33, 7: 25, 8: 25, 9: 26}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [27], 1: [20], 2: [32], 3: [24], 4: [26], 5: [21], 6: [33], 7: [25], 8: [25], 9: [26]}",10.113,"{0: [10.81843376159668], 1: [10.015079498291016], 2: [10.015077590942383], 3: [10.015077590942383], 4: [10.015077590942383], 5: [10.015077590942383], 6: [10.015077590942383], 7: [10.015077590942383], 8: [10.015077590942383], 9: [10.015077590942383]}",,259
123,0.0784,0.7936,10.696,10,10,0.0,"{0: 19, 1: 28, 2: 30, 3: 18, 4: 23, 5: 26, 6: 33, 7: 21, 8: 20, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [28], 2: [30], 3: [18], 4: [23], 5: [26], 6: [33], 7: [21], 8: [20], 9: [23]}",10.696,"{0: [10.944501876831055], 1: [10.94430923461914], 2: [10.94430923461914], 3: [10.99282455444336], 4: [10.944299697875977], 5: [10.94430923461914], 6: [10.94430923461914], 7: [10.94430923461914], 8: [10.982043266296387], 9: [10.94427490234375]}",,241
124,0.4774,0.7936,11.007,10,10,0.0,"{0: 21, 1: 23, 2: 22, 3: 14, 4: 16, 5: 23, 6: 17, 7: 18, 8: 16, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [23], 2: [22], 3: [14], 4: [16], 5: [23], 6: [17], 7: [18], 8: [16], 9: [14]}",11.007,"{0: [11.007974624633789], 1: [11.00760269165039], 2: [11.007566452026367], 3: [11.007599830627441], 4: [11.007564544677734], 5: [11.007596969604492], 6: [11.007580757141113], 7: [11.007599830627441], 8: [11.007604598999023], 9: [11.007549285888672]}",,184
125,0.8232,0.7936,11.008,10,10,0.0,"{0: 18, 1: 22, 2: 22, 3: 21, 4: 22, 5: 16, 6: 20, 7: 20, 8: 21, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [22], 2: [22], 3: [21], 4: [22], 5: [16], 6: [20], 7: [20], 8: [21], 9: [20]}",11.008,"{0: [11.009028434753418], 1: [11.008487701416016], 2: [11.008410453796387], 3: [11.008493423461914], 4: [11.008474349975586], 5: [11.008505821228027], 6: [11.008462905883789], 7: [11.008462905883789], 8: [11.008487701416016], 9: [11.008468627929688]}",,202
126,1.1804,0.7936,11.009,10,10,0.0,"{0: 18, 1: 16, 2: 16, 3: 20, 4: 19, 5: 24, 6: 21, 7: 23, 8: 20, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [16], 2: [16], 3: [20], 4: [19], 5: [24], 6: [21], 7: [23], 8: [20], 9: [22]}",11.009,"{0: [11.010578155517578], 1: [11.009780883789062], 2: [11.009790420532227], 3: [11.009780883789062], 4: [11.009780883789062], 5: [11.009772300720215], 6: [11.009737014770508], 7: [11.009737014770508], 8: [11.009666442871094], 9: [11.009790420532227]}",,199
127,1.55,0.7936,11.011,10,10,0.0,"{0: 25, 1: 20, 2: 18, 3: 14, 4: 22, 5: 18, 6: 19, 7: 23, 8: 22, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [25], 1: [20], 2: [18], 3: [14], 4: [22], 5: [18], 6: [19], 7: [23], 8: [22], 9: [20]}",11.011,"{0: [11.012434959411621], 1: [11.011456489562988], 2: [11.011456489562988], 3: [11.011527061462402], 4: [11.011527061462402], 5: [11.011514663696289], 6: [11.011456489562988], 7: [11.011560440063477], 8: [11.011502265930176], 9: [11.011560440063477]}",,201
128,1.9106,0.7936,11.013,10,10,0.0,"{0: 22, 1: 26, 2: 21, 3: 21, 4: 22, 5: 16, 6: 17, 7: 18, 8: 18, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [26], 2: [21], 3: [21], 4: [22], 5: [16], 6: [17], 7: [18], 8: [18], 9: [17]}",11.013,"{0: [11.01486587524414], 1: [11.013801574707031], 2: [11.013849258422852], 3: [11.013801574707031], 4: [11.013801574707031], 5: [11.013833999633789], 6: [11.013635635375977], 7: [11.013761520385742], 8: [11.013801574707031], 9: [11.01374626159668]}",,198
129,2.2722,0.7936,11.016,10,10,0.0,"{0: 18, 1: 25, 2: 23, 3: 22, 4: 23, 5: 13, 6: 21, 7: 19, 8: 18, 9: 15}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [25], 2: [23], 3: [22], 4: [23], 5: [13], 6: [21], 7: [19], 8: [18], 9: [15]}",11.016,"{0: [11.017955780029297], 1: [11.016585350036621], 2: [11.016518592834473], 3: [11.016555786132812], 4: [11.016622543334961], 5: [11.016536712646484], 6: [11.016518592834473], 7: [11.016536712646484], 8: [11.01632308959961], 9: [11.016536712646484]}",,197
130,2.6631,0.7936,11.019,10,10,0.0,"{0: 17, 1: 17, 2: 18, 3: 19, 4: 24, 5: 21, 6: 17, 7: 19, 8: 16, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [17], 2: [18], 3: [19], 4: [24], 5: [21], 6: [17], 7: [19], 8: [16], 9: [18]}",11.019,"{0: [11.021432876586914], 1: [11.019721031188965], 2: [11.019796371459961], 3: [11.019721031188965], 4: [11.019796371459961], 5: [11.019644737243652], 6: [11.019742965698242], 7: [11.019886016845703], 8: [11.019796371459961], 9: [11.019796371459961]}",,186
