cluster_id,azimuth,elevation,range,frames_seen,frame_count,two_range_fraction,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size
40,-2.7577,1.8889,10.017,10,10,0.0,"{0: 17, 1: 19, 2: 23, 3: 22, 4: 21, 5: 14, 6: 20, 7: 15, 8: 17, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [19], 2: [23], 3: [22], 4: [21], 5: [14], 6: [20], 7: [15], 8: [17], 9: [23]}",10.017,"{0: [10.016546249389648], 1: [10.017778396606445], 2: [10.017919540405273], 3: [10.017940521240234], 4: [10.017919540405273], 5: [10.017940521240234], 6: [10.017919540405273], 7: [10.017919540405273], 8: [10.017841339111328], 9: [10.01784896850586]}",,191
41,-2.3864,1.8889,10.014,10,10,0.0,"{0: 24, 1: 22, 2: 20, 3: 20, 4: 19, 5: 19, 6: 17, 7: 21, 8: 12, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [22], 2: [20], 3: [20], 4: [19], 5: [19], 6: [17], 7: [21], 8: [12], 9: [17]}",10.014,"{0: [10.013696670532227], 1: [10.0149507522583], 2: [10.014942169189453], 3: [10.014968872070312], 4: [10.014968872070312], 5: [10.014968872070312], 6: [10.0149507522583], 7: [10.0149507522583], 8: [10.014845848083496], 9: [10.0149507522583]}",,191
42,-2.0231,1.8889,10.012,10,10,0.0,"{0: 23, 1: 21, 2: 21, 3: 17, 4: 23, 5: 22, 6: 18, 7: 20, 8: 16, 9: 12}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [21], 2: [21], 3: [17], 4: [23], 5: [22], 6: [18], 7: [20], 8: [16], 9: [12]}",10.012,"{0: [10.011370658874512], 1: [10.01247787475586], 2: [10.012409210205078], 3: [10.012462615966797], 4: [10.012462615966797], 5: [10.012462615966797], 6: [10.012462615966797], 7: [10.012409210205078], 8: [10.01247787475586], 9: [10.01247787475586]}",,193
43,-1.6679,1.8889,10.01,10,10,0.0,"{0: 22, 1: 19, 2: 22, 3: 19, 4: 14, 5: 19, 6: 17, 7: 17, 8: 24, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [19], 2: [22], 3: [19], 4: [14], 5: [19], 6: [17], 7: [17], 8: [24], 9: [19]}",10.01,"{0: [10.009418487548828], 1: [10.010231971740723], 2: [10.01028823852539], 3: [10.010244369506836], 4: [10.010244369506836], 5: [10.010199546813965], 6: [10.010231971740723], 7: [10.010300636291504], 8: [10.010275840759277], 9: [10.010231971740723]}",,192
44,-1.3204,1.8889,10.008,10,10,0.0,"{0: 18, 1: 19, 2: 17, 3: 21, 4: 24, 5: 17, 6: 20, 7: 18, 8: 22, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [19], 2: [17], 3: [21], 4: [24], 5: [17], 6: [20], 7: [18], 8: [22], 9: [21]}",10.008,"{0: [10.007865905761719], 1: [10.00859260559082], 2: [10.008554458618164], 3: [10.008544921875], 4: [10.008573532104492], 5: [10.00843620300293], 6: [10.008544921875], 7: [10.008517265319824], 8: [10.008554458618164], 9: [10.008554458618164]}",,197
45,-0.9572,1.8889,10.007,10,10,0.0,"{0: 20, 1: 23, 2: 14, 3: 19, 4: 20, 5: 22, 6: 15, 7: 22, 8: 20, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [23], 2: [14], 3: [19], 4: [20], 5: [22], 6: [15], 7: [22], 8: [20], 9: [20]}",10.007,"{0: [10.006683349609375], 1: [10.007217407226562], 2: [10.00717544555664], 3: [10.007230758666992], 4: [10.007204055786133], 5: [10.007156372070312], 6: [10.007204055786133], 7: [10.007204055786133], 8: [10.007183074951172], 9: [10.007149696350098]}",,195
46,-0.5647,1.8889,10.006,10,10,0.0,"{0: 19, 1: 19, 2: 17, 3: 12, 4: 18, 5: 17, 6: 18, 7: 19, 8: 21, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [19], 2: [17], 3: [12], 4: [18], 5: [17], 6: [18], 7: [19], 8: [21], 9: [22]}",10.006,"{0: [10.005857467651367], 1: [10.006200790405273], 2: [10.00613784790039], 3: [10.006103515625], 4: [10.006156921386719], 5: [10.006141662597656], 6: [10.006174087524414], 7: [10.006193161010742], 8: [10.00617790222168], 9: [10.006160736083984]}",,182
47,-0.1603,1.8889,10.107,10,10,0.0,"{0: 30, 1: 39, 2: 42, 3: 37, 4: 34, 5: 30, 6: 37, 7: 34, 8: 38, 9: 40}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [30], 1: [39], 2: [42], 3: [37], 4: [34], 5: [30], 6: [37], 7: [34], 8: [38], 9: [40]}",10.107,"{0: [10.056172370910645], 1: [10.01953125], 2: [10.01953125], 3: [10.01953125], 4: [10.01953125], 5: [10.01953125], 6: [10.019530296325684], 7: [10.01953125], 8: [10.01953125], 9: [10.019530296325684]}",,361
48,-5.5865,1.5238,10.051,10,10,0.0,"{0: 21, 1: 8, 2: 11, 3: 7, 4: 9, 5: 13, 6: 11, 7: 9, 8: 8, 9: 13}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [8], 2: [11], 3: [7], 4: [9], 5: [13], 6: [11], 7: [9], 8: [8], 9: [13]}",10.051,"{0: [10.051492691040039], 1: [10.05233097076416], 2: [10.052238464355469], 3: [10.052558898925781], 4: [10.052558898925781], 5: [10.05233097076416], 6: [10.052515029907227], 7: [10.052055358886719], 8: [10.05228328704834], 9: [10.052470207214355]}",,110
49,-5.3016,1.5238,10.047,10,10,0.0,"{0: 22, 1: 17, 2: 14, 3: 22, 4: 15, 5: 20, 6: 15, 7: 20, 8: 18, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [17], 2: [14], 3: [22], 4: [15], 5: [20], 6: [15], 7: [20], 8: [18], 9: [22]}",10.047,"{0: [10.045501708984375], 1: [10.048284530639648], 2: [10.048425674438477], 3: [10.048334121704102], 4: [10.048158645629883], 5: [10.048375129699707], 6: [10.048508644104004], 7: [10.048466682434082], 8: [10.048466682434082], 9: [10.048425674438477]}",,185
50,-4.9503,1.5238,10.041,10,10,0.0,"{0: 19, 1: 21, 2: 18, 3: 19, 4: 20, 5: 22, 6: 21, 7: 22, 8: 19, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [21], 2: [18], 3: [19], 4: [20], 5: [22], 6: [21], 7: [22], 8: [19], 9: [23]}",10.041,"{0: [10.039989471435547], 1: [10.042638778686523], 2: [10.042304992675781], 3: [10.042389869689941], 4: [10.042638778686523], 5: [10.042638778686523], 6: [10.042638778686523], 7: [10.04267692565918], 8: [10.042591094970703], 9: [10.04251480102539]}",,204
51,-4.5751,1.5238,10.036,10,10,0.0,"{0: 19, 1: 19, 2: 22, 3: 16, 4: 15, 5: 15, 6: 20, 7: 25, 8: 25, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [19], 2: [22], 3: [16], 4: [15], 5: [15], 6: [20], 7: [25], 8: [25], 9: [18]}",10.036,"{0: [10.034688949584961], 1: [10.036989212036133], 2: [10.037103652954102], 3: [10.036529541015625], 4: [10.036758422851562], 5: [10.037138938903809], 6: [10.037103652954102], 7: [10.037103652954102], 8: [10.037103652954102], 9: [10.037138938903809]}",,194
52,-4.1964,1.5238,10.03,10,10,0.0,"{0: 25, 1: 19, 2: 15, 3: 23, 4: 19, 5: 18, 6: 17, 7: 19, 8: 19, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [25], 1: [19], 2: [15], 3: [23], 4: [19], 5: [18], 6: [17], 7: [19], 8: [19], 9: [19]}",10.03,"{0: [10.029510498046875], 1: [10.03192138671875], 2: [10.031184196472168], 3: [10.031953811645508], 4: [10.03192138671875], 5: [10.031816482543945], 6: [10.031953811645508], 7: [10.031816482543945], 8: [10.031848907470703], 9: [10.031953811645508]}",,193
53,-3.8368,1.5238,10.026,10,10,0.0,"{0: 17, 1: 16, 2: 21, 3: 24, 4: 22, 5: 15, 6: 23, 7: 20, 8: 20, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [16], 2: [21], 3: [24], 4: [22], 5: [15], 6: [23], 7: [20], 8: [20], 9: [22]}",10.026,"{0: [10.025251388549805], 1: [10.026983261108398], 2: [10.02723503112793], 3: [10.027013778686523], 4: [10.027273178100586], 5: [10.027175903320312], 6: [10.027175903320312], 7: [10.027273178100586], 8: [10.02723503112793], 9: [10.027273178100586]}",,200
54,-3.4645,1.5238,10.022,10,10,0.0,"{0: 23, 1: 18, 2: 18, 3: 17, 4: 19, 5: 19, 6: 21, 7: 22, 8: 16, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [18], 2: [18], 3: [17], 4: [19], 5: [19], 6: [21], 7: [22], 8: [16], 9: [14]}",10.022,"{0: [10.02127456665039], 1: [10.02291488647461], 2: [10.022868156433105], 3: [10.022956848144531], 4: [10.022956848144531], 5: [10.02298355102539], 6: [10.023069381713867], 7: [10.023043632507324], 8: [10.02298355102539], 9: [10.022806167602539]}",,187
55,-3.0921,1.5238,10.018,10,10,0.0,"{0: 19, 1: 20, 2: 16, 3: 18, 4: 14, 5: 23, 6: 22, 7: 20, 8: 26, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [20], 2: [16], 3: [18], 4: [14], 5: [23], 6: [22], 7: [20], 8: [26], 9: [23]}",10.018,"{0: [10.017552375793457], 1: [10.019207954406738], 2: [10.018220901489258], 3: [10.01915168762207], 4: [10.019128799438477], 5: [10.019207954406738], 6: [10.019255638122559], 7: [10.019279479980469], 8: [10.019231796264648], 9: [10.019128799438477]}",,201
56,-2.7253,1.5238,10.015,10,10,0.0,"{0: 18, 1: 18, 2: 20, 3: 16, 4: 21, 5: 21, 6: 21, 7: 29, 8: 18, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [18], 2: [20], 3: [16], 4: [21], 5: [21], 6: [21], 7: [29], 8: [18], 9: [21]}",10.015,"{0: [10.014289855957031], 1: [10.015806198120117], 2: [10.015674591064453], 3: [10.015766143798828], 4: [10.015745162963867], 5: [10.015745162963867], 6: [10.015806198120117], 7: [10.015674591064453], 8: [10.015604019165039], 9: [10.015786170959473]}",,203
57,-2.3584,1.5238,10.012,10,10,0.0,"{0: 21, 1: 17, 2: 16, 3: 15, 4: 20, 5: 15, 6: 19, 7: 19, 8: 12, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [17], 2: [16], 3: [15], 4: [20], 5: [15], 6: [19], 7: [19], 8: [12], 9: [16]}",10.012,"{0: [10.011573791503906], 1: [10.012811660766602], 2: [10.012585639953613], 3: [10.012811660766602], 4: [10.012689590454102], 5: [10.012840270996094], 6: [10.012811660766602], 7: [10.01286506652832], 8: [10.012811660766602], 9: [10.012884140014648]}",,170
58,-2.0055,1.5238,10.01,10,10,0.0,"{0: 17, 1: 21, 2: 20, 3: 14, 4: 19, 5: 16, 6: 18, 7: 16, 8: 20, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [21], 2: [20], 3: [14], 4: [19], 5: [16], 6: [18], 7: [16], 8: [20], 9: [19]}",10.01,"{0: [10.009283065795898], 1: [10.010305404663086], 2: [10.010305404663086], 3: [10.010334014892578], 4: [10.01040267944336], 5: [10.010372161865234], 6: [10.010305404663086], 7: [10.010358810424805], 8: [10.010372161865234], 9: [10.010358810424805]}",,180
59,-1.6475,1.5238,10.008,10,10,0.0,"{0: 20, 1: 26, 2: 22, 3: 20, 4: 23, 5: 16, 6: 16, 7: 21, 8: 20, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [26], 2: [22], 3: [20], 4: [23], 5: [16], 6: [16], 7: [21], 8: [20], 9: [17]}",10.008,"{0: [10.007355690002441], 1: [10.008207321166992], 2: [10.008207321166992], 3: [10.008218765258789], 4: [10.008207321166992], 5: [10.008163452148438], 6: [10.008243560791016], 7: [10.008207321166992], 8: [10.008207321166992], 9: [10.008207321166992]}",,201
60,-1.2678,1.5238,10.006,10,10,0.0,"{0: 21, 1: 22, 2: 23, 3: 17, 4: 20, 5: 24, 6: 21, 7: 12, 8: 20, 9: 25}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [22], 2: [23], 3: [17], 4: [20], 5: [24], 6: [21], 7: [12], 8: [20], 9: [25]}",10.006,"{0: [10.005792617797852], 1: [10.00645637512207], 2: [10.006500244140625], 3: [10.006421089172363], 4: [10.006464004516602], 5: [10.006385803222656], 6: [10.006490707397461], 7: [10.006326675415039], 8: [10.006421089172363], 9: [10.006490707397461]}",,205
61,-0.9064,1.5238,10.005,10,10,0.0,"{0: 24, 1: 20, 2: 20, 3: 23, 4: 23, 5: 16, 6: 16, 7: 16, 8: 20, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [20], 2: [20], 3: [23], 4: [23], 5: [16], 6: [16], 7: [16], 8: [20], 9: [16]}",10.005,"{0: [10.004671096801758], 1: [10.005151748657227], 2: [10.005151748657227], 3: [10.005142211914062], 4: [10.00512409210205], 5: [10.005157470703125], 6: [10.005098342895508], 7: [10.005157470703125], 8: [10.005098342895508], 9: [10.00512409210205]}",,194
62,-0.5555,1.5238,10.004,10,10,0.0,"{0: 14, 1: 20, 2: 23, 3: 11, 4: 20, 5: 22, 6: 21, 7: 16, 8: 16, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [20], 2: [23], 3: [11], 4: [20], 5: [22], 6: [21], 7: [16], 8: [16], 9: [19]}",10.004,"{0: [10.003925323486328], 1: [10.004199981689453], 2: [10.004236221313477], 3: [10.004236221313477], 4: [10.004236221313477], 5: [10.004236221313477], 6: [10.004220962524414], 7: [10.004220962524414], 8: [10.004190444946289], 9: [10.004218101501465]}",,182
63,-0.1587,1.5238,10.135,10,10,0.0,"{0: 27, 1: 29, 2: 27, 3: 40, 4: 32, 5: 23, 6: 39, 7: 33, 8: 20, 9: 32}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [27], 1: [29], 2: [27], 3: [40], 4: [32], 5: [23], 6: [39], 7: [33], 8: [20], 9: [32]}",10.135,"{0: [10.578841209411621], 1: [10.017171859741211], 2: [10.017171859741211], 3: [10.017171859741211], 4: [10.017173767089844], 5: [10.017175674438477], 6: [10.017171859741211], 7: [10.017171859741211], 8: [10.017171859741211], 9: [10.017171859741211]}",,302
64,0.1612,1.5238,11.042,10,10,0.0,"{0: 21, 1: 20, 2: 21, 3: 19, 4: 24, 5: 20, 6: 18, 7: 21, 8: 19, 9: 12}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [20], 2: [21], 3: [19], 4: [24], 5: [20], 6: [18], 7: [21], 8: [19], 9: [12]}",11.042,"{0: [11.14013385772705], 1: [11.139913558959961], 2: [11.13990306854248], 3: [11.139890670776367], 4: [11.139913558959961], 5: [11.139913558959961], 6: [11.139878273010254], 7: [11.13990306854248], 8: [11.139913558959961], 9: [11.154251098632812]}",,195
65,0.5214,1.5238,11.155,10,10,0.0,"{0: 17, 1: 20, 2: 16, 3: 13, 4: 18, 5: 10, 6: 20, 7: 14, 8: 19, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [20], 2: [16], 3: [13], 4: [18], 5: [10], 6: [20], 7: [14], 8: [19], 9: [18]}",11.155,"{0: [11.155174255371094], 1: [11.154773712158203], 2: [11.154776573181152], 3: [11.154773712158203], 4: [11.154776573181152], 5: [11.154718399047852], 6: [11.154779434204102], 7: [11.154773712158203], 8: [11.154736518859863], 9: [11.154736518859863]}",,165
66,0.8858,1.5238,11.156,10,10,0.0,"{0: 22, 1: 18, 2: 22, 3: 22, 4: 21, 5: 16, 6: 15, 7: 14, 8: 20, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [18], 2: [22], 3: [22], 4: [21], 5: [16], 6: [15], 7: [14], 8: [20], 9: [20]}",11.156,"{0: [11.156320571899414], 1: [11.155783653259277], 2: [11.155771255493164], 3: [11.155771255493164], 4: [11.155742645263672], 5: [11.155749320983887], 6: [11.15571403503418], 7: [11.155771255493164], 8: [11.155771255493164], 9: [11.155797004699707]}",,190
67,1.2585,1.5238,11.157,10,10,0.0,"{0: 20, 1: 18, 2: 18, 3: 23, 4: 18, 5: 24, 6: 19, 7: 13, 8: 19, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [18], 2: [18], 3: [23], 4: [18], 5: [24], 6: [19], 7: [13], 8: [19], 9: [19]}",11.157,"{0: [11.158044815063477], 1: [11.1572265625], 2: [11.157217025756836], 3: [11.157140731811523], 4: [11.157207489013672], 5: [11.157207489013672], 6: [11.157207489013672], 7: [11.157150268554688], 8: [11.157140731811523], 9: [11.157217025756836]}",,191
68,1.606,1.5238,11.159,10,10,0.0,"{0: 16, 1: 19, 2: 23, 3: 25, 4: 14, 5: 18, 6: 19, 7: 18, 8: 23, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [19], 2: [23], 3: [25], 4: [14], 5: [18], 6: [19], 7: [18], 8: [23], 9: [21]}",11.159,"{0: [11.160030364990234], 1: [11.159096717834473], 2: [11.15913200378418], 3: [11.159096717834473], 4: [11.159083366394043], 5: [11.158951759338379], 6: [11.15898609161377], 7: [11.15913200378418], 8: [11.159083366394043], 9: [11.15914535522461]}",,196
69,1.9789,1.5238,11.161,10,10,0.0,"{0: 19, 1: 23, 2: 19, 3: 17, 4: 15, 5: 18, 6: 17, 7: 16, 8: 23, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [23], 2: [19], 3: [17], 4: [15], 5: [18], 6: [17], 7: [16], 8: [23], 9: [19]}",11.161,"{0: [11.16275405883789], 1: [11.161423683166504], 2: [11.161481857299805], 3: [11.161515235900879], 4: [11.161397933959961], 5: [11.161515235900879], 6: [11.161423683166504], 7: [11.161481857299805], 8: [11.161365509033203], 9: [11.161498069763184]}",,186
70,2.3528,1.5238,11.164,10,10,0.0,"{0: 22, 1: 21, 2: 18, 3: 17, 4: 17, 5: 16, 6: 22, 7: 17, 8: 21, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [21], 2: [18], 3: [17], 4: [17], 5: [16], 6: [22], 7: [17], 8: [21], 9: [17]}",11.164,"{0: [11.165828704833984], 1: [11.164356231689453], 2: [11.164306640625], 3: [11.164131164550781], 4: [11.16421890258789], 5: [11.164337158203125], 6: [11.164268493652344], 7: [11.164199829101562], 8: [11.164337158203125], 9: [11.164237976074219]}",,188
71,2.7065,1.5238,11.167,10,10,0.0,"{0: 22, 1: 23, 2: 16, 3: 18, 4: 15, 5: 20, 6: 16, 7: 18, 8: 13, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [23], 2: [16], 3: [18], 4: [15], 5: [20], 6: [16], 7: [18], 8: [13], 9: [20]}",11.167,"{0: [11.169038772583008], 1: [11.167604446411133], 2: [11.167289733886719], 3: [11.16765022277832], 4: [11.167470932006836], 5: [11.16765022277832], 6: [11.167627334594727], 7: [11.167367935180664], 8: [11.167720794677734], 9: [11.167470932006836]}",,181
72,3.0639,1.5238,11.171,10,10,0.0,"{0: 19, 1: 19, 2: 18, 3: 13, 4: 21, 5: 17, 6: 22, 7: 19, 8: 16, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [19], 2: [18], 3: [13], 4: [21], 5: [17], 6: [22], 7: [19], 8: [16], 9: [19]}",11.171,"{0: [11.173317909240723], 1: [11.171123504638672], 2: [11.171388626098633], 3: [11.171123504638672], 4: [11.171388626098633], 5: [11.171034812927246], 6: [11.171388626098633], 7: [11.171388626098633], 8: [11.171388626098633], 9: [11.171388626098633]}",,183
73,3.4391,1.5238,11.175,10,10,0.0,"{0: 18, 1: 24, 2: 10, 3: 22, 4: 20, 5: 17, 6: 21, 7: 25, 8: 24, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [24], 2: [10], 3: [22], 4: [20], 5: [17], 6: [21], 7: [25], 8: [24], 9: [16]}",11.175,"{0: [11.177688598632812], 1: [11.175676345825195], 2: [11.175241470336914], 3: [11.175605773925781], 4: [11.17570686340332], 5: [11.175676345825195], 6: [11.175765991210938], 7: [11.175575256347656], 8: [11.175735473632812], 9: [11.175565719604492]}",,197
74,3.7953,1.5238,11.179,10,10,0.0,"{0: 20, 1: 18, 2: 19, 3: 22, 4: 21, 5: 18, 6: 25, 7: 23, 8: 13, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [18], 2: [19], 3: [22], 4: [21], 5: [18], 6: [25], 7: [23], 8: [13], 9: [19]}",11.179,"{0: [11.182696342468262], 1: [11.180219650268555], 2: [11.180219650268555], 3: [11.180438995361328], 4: [11.180395126342773], 5: [11.180253028869629], 6: [11.180471420288086], 7: [11.180328369140625], 8: [11.180505752563477], 9: [11.180471420288086]}",,198
75,4.1581,1.5238,11.184,10,10,0.0,"{0: 14, 1: 17, 2: 17, 3: 17, 4: 21, 5: 17, 6: 15, 7: 16, 8: 16, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [17], 2: [17], 3: [17], 4: [21], 5: [17], 6: [15], 7: [16], 8: [16], 9: [19]}",11.184,"{0: [11.18774127960205], 1: [11.185084342956543], 2: [11.185203552246094], 3: [11.185441970825195], 4: [11.18527603149414], 5: [11.185561180114746], 6: [11.185561180114746], 7: [11.185441970825195], 8: [11.185598373413086], 9: [11.185561180114746]}",,169
76,4.5248,1.5238,11.19,10,10,0.0,"{0: 18, 1: 23, 2: 19, 3: 21, 4: 19, 5: 20, 6: 25, 7: 23, 8: 15, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [23], 2: [19], 3: [21], 4: [19], 5: [20], 6: [25], 7: [23], 8: [15], 9: [20]}",11.19,"{0: [11.193777084350586], 1: [11.191274642944336], 2: [11.1911039352417], 3: [11.19101333618164], 4: [11.191274642944336], 5: [11.190845489501953], 6: [11.191143989562988], 7: [11.191234588623047], 8: [11.190973281860352], 9: [11.191314697265625]}",,203
77,4.823,1.5238,11.195,10,10,0.0,"{0: 4, 1: 12, 2: 13, 3: 12, 4: 11, 5: 12, 6: 10, 7: 13, 8: 13, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [4], 1: [12], 2: [13], 3: [12], 4: [11], 5: [12], 6: [10], 7: [13], 8: [13], 9: [16]}",11.195,"{0: [11.196195602416992], 1: [11.195624351501465], 2: [11.195624351501465], 3: [11.195711135864258], 4: [11.195667266845703], 5: [11.195531845092773], 6: [11.195624351501465], 7: [11.195667266845703], 8: [11.195624351501465], 9: [11.195624351501465]}",,116
78,-5.5939,1.1587,10.05,10,10,0.0,"{0: 24, 1: 14, 2: 6, 3: 13, 4: 9, 5: 7, 6: 11, 7: 10, 8: 8, 9: 9}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [24], 1: [14], 2: [6], 3: [13], 4: [9], 5: [7], 6: [11], 7: [10], 8: [8], 9: [9]}",10.05,"{0: [10.050312042236328], 1: [10.05105972290039], 2: [10.051103591918945], 3: [10.05105972290039], 4: [10.051055908203125], 5: [10.050966262817383], 6: [10.051103591918945], 7: [10.05105972290039], 8: [10.05105972290039], 9: [10.050921440124512]}",,111
79,-5.3282,1.1587,10.045,10,10,0.0,"{0: 17, 1: 23, 2: 20, 3: 18, 4: 21, 5: 23, 6: 20, 7: 20, 8: 17, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [23], 2: [20], 3: [18], 4: [21], 5: [23], 6: [20], 7: [20], 8: [17], 9: [19]}",10.045,"{0: [10.044382095336914], 1: [10.047101974487305], 2: [10.047143936157227], 3: [10.047235488891602], 4: [10.047277450561523], 5: [10.047235488891602], 6: [10.047277450561523], 7: [10.047277450561523], 8: [10.047051429748535], 9: [10.047009468078613]}",,198
